# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 FPKM in experiment E-GEOD-50191
# Selected columns: 23 (all)
# Timestamp: Mon, 02-Nov-2020 23:33:03
Gene ID	Gene Name	vegetative meristem	internode 6-7	internode 7-8	growth zone of leaf 8	stomatal division zone of leaf 8	symmetrical division zone of leaf 8	mature leaf 8	primary root	root cortex	root differentiation zone	root elongation zone	secondary root	mature pollen	mature female spikelet	2-4 mm from tip of ear primordium	6-8 mm from tip of ear primordium	unpollinated silk	endosperm 12 days after pollination	endosperm crown	pericarp and aleurone	embryo 20 days after pollination	embryo 38 days after pollination	germinated embryo 2 days after imbibition
Zm00001d047829	Zm00001d047829							3.0					0.1		0.1			1.0	0.1		0.4	0.2		
Zm00001d047830	kaurenoic acid oxidase2								0.3	0.7			0.2								0.3			
Zm00001d047831	Zm00001d047831	0.1	0.1	0.1			0.1									0.7	0.4					0.2	0.2	
Zm00001d047833	autophagy1c	6.0	3.0	4.0	13.0	12.0	9.0	3.0	0.6	0.2	1.0	0.7	0.6	3.0	2.0	13.0	13.0	2.0	2.0	2.0	4.0	6.0	3.0	6.0
Zm00001d047834	Zm00001d047834	22.0	10.0	9.0	31.0	41.0	36.0	13.0	5.0	7.0	8.0	8.0	5.0	33.0	4.0	37.0	47.0	8.0	14.0	8.0	8.0	20.0	7.0	15.0
Zm00001d047835	Zm00001d047835	26.0	18.0	22.0	21.0	23.0	23.0	14.0	15.0	13.0	17.0	13.0	14.0	0.5	42.0	33.0	35.0	34.0	49.0	58.0	22.0	21.0	21.0	12.0
Zm00001d047837	LIM-transcription factor 13	0.7	3.0	1.0	4.0	0.6	0.9	9.0	4.0	6.0	0.8	0.9	4.0		2.0	0.3	0.5	8.0	0.1		0.5	0.1	0.3	5.0
Zm00001d047838	Zm00001d047838	21.0	14.0	16.0	9.0	16.0	15.0	10.0	7.0	3.0	20.0	4.0	7.0		9.0	19.0	18.0	4.0	10.0	2.0	6.0	12.0	12.0	10.0
Zm00001d047839	Zm00001d047839	12.0	7.0	9.0	11.0	9.0	18.0	3.0	3.0	2.0	3.0	2.0	3.0		7.0	30.0	32.0	2.0	11.0	4.0	10.0	10.0	7.0	4.0
Zm00001d047840	Zm00001d047840	3.0	6.0	4.0	5.0	3.0	0.9	1.0	2.0	5.0	0.5	0.8	1.0		1.0	6.0	6.0	2.0	3.0	8.0	6.0	7.0	2.0	0.9
Zm00001d047841	Zm00001d047841	4.0	2.0	1.0	0.6	0.4	0.2	0.4	5.0	2.0	3.0	0.4	3.0	0.1	1.0	4.0	5.0	0.5	17.0	2.0	1.0	5.0	1.0	0.5
Zm00001d047842	Zm00001d047842	17.0	21.0	21.0	25.0	20.0	18.0	3.0	7.0	6.0	10.0	9.0	7.0	0.1	8.0	13.0	13.0	5.0	8.0	3.0	11.0	19.0	19.0	7.0
Zm00001d047843	Zm00001d047843	9.0	11.0	9.0	25.0	16.0	17.0	11.0	11.0	9.0	12.0	16.0	12.0	0.3	7.0	17.0	19.0	6.0	28.0	6.0	12.0	14.0	6.0	16.0
Zm00001d047844	Zm00001d047844					1.0										0.7								
Zm00001d047845	Zm00001d047845							0.5		0.1											0.1	0.1		
Zm00001d047847	Zm00001d047847	8.0	3.0	2.0	6.0	5.0	7.0	62.0	4.0	10.0	1.0	0.5	2.0	1.0	3.0	18.0	25.0	5.0	23.0	8.0	14.0	17.0	29.0	12.0
Zm00001d047848	Zm00001d047848	21.0	25.0	28.0	12.0	12.0	12.0	9.0	15.0	13.0	13.0	14.0	15.0	149.0	15.0	15.0	12.0	7.0	12.0	8.0	10.0	9.0	13.0	13.0
Zm00001d047849	Zm00001d047849	13.0	17.0	12.0	22.0	18.0	13.0	24.0	15.0	8.0	18.0	22.0	14.0	0.2	11.0	12.0	14.0	10.0	5.0	2.0	6.0	8.0	6.0	16.0
Zm00001d047850	Zm00001d047850																0.1							
Zm00001d047851	Zm00001d047851	0.2	0.6	0.8		2.0	0.9		1.0	0.9	0.6	1.0	0.5	0.1	0.4				0.1	0.5	0.5	0.2	0.4	0.6
Zm00001d047852	Zm00001d047852	8.0	16.0	20.0	4.0	4.0	5.0	7.0	13.0	5.0	11.0	11.0	13.0		8.0	5.0	5.0	4.0	2.0	1.0	4.0	4.0	5.0	7.0
Zm00001d047853	Zm00001d047853	0.3	0.2	0.2	0.1		0.2	7.0	0.1	0.2			0.1	0.4	0.2	0.7	0.7	1.0	0.1	2.0	7.0	2.0	0.2	0.6
Zm00001d047854	Zm00001d047854	8.0	4.0	3.0	8.0	9.0	6.0	4.0	2.0	3.0	3.0	3.0	2.0	1.0	1.0	5.0	7.0	4.0	4.0	7.0	6.0	4.0	3.0	6.0
Zm00001d047855	Zm00001d047855	11.0	11.0	13.0	5.0	5.0	6.0	1.0	9.0	4.0	6.0	10.0	11.0	215.0	12.0	6.0	6.0	3.0	4.0	5.0	4.0	5.0	6.0	5.0
Zm00001d047856	Zm00001d047856	53.0	52.0	57.0	53.0	51.0	49.0	39.0	40.0	39.0	28.0	40.0	38.0	3.0	69.0	61.0	57.0	23.0	25.0	10.0	22.0	44.0	28.0	37.0
Zm00001d047857	Zm00001d047857	21.0	15.0	18.0	14.0	15.0	15.0	61.0	19.0	57.0	10.0	14.0	17.0	2.0	48.0	28.0	30.0	58.0	18.0	19.0	39.0	14.0	14.0	24.0
Zm00001d047858	Zm00001d047858	0.1							0.1			0.3	0.1		1.0			2.0						0.1
Zm00001d047859	male sterile45	30.0	20.0	26.0	13.0	19.0	15.0	10.0	14.0	7.0	30.0	13.0	14.0	1.0	19.0	10.0	10.0	9.0	10.0	4.0	7.0	6.0	22.0	19.0
Zm00001d047860	AP2-EREBP-transcription factor 173	0.4	1.0	0.3	0.4	0.2	0.1		0.8	0.3	0.7	2.0	0.5		1.0	0.3	0.2	2.0	3.0	1.0	0.3	3.0	1.0	2.0
Zm00001d047863	Zm00001d047863	4.0	6.0	6.0	5.0	6.0	5.0	5.0	4.0	3.0	4.0	4.0	4.0	0.2	3.0	6.0	5.0	2.0	4.0	1.0	3.0	4.0	3.0	4.0
Zm00001d047868	Zm00001d047868	32.0	22.0	23.0	10.0	16.0	15.0	1.0	14.0	22.0	7.0	6.0	13.0	0.5	36.0	10.0	11.0	12.0	9.0	8.0	10.0	9.0	17.0	6.0
Zm00001d047869	Zm00001d047869	15.0	7.0	6.0	23.0	47.0	32.0	20.0	4.0	2.0	13.0	4.0	4.0	0.8	4.0	19.0	21.0	4.0	9.0	2.0	11.0	19.0	18.0	14.0
Zm00001d047873	Zm00001d047873	6.0	3.0	4.0	8.0	11.0	13.0	3.0	1.0	0.4	3.0	0.8	1.0	0.7	2.0	16.0	15.0	0.5	4.0	2.0	3.0	7.0	4.0	3.0
Zm00001d047874	Zm00001d047874	0.5			0.7	0.9	1.0									0.6	0.7					0.5		
Zm00001d047875	MAP kinase kinase kinase10	5.0	5.0	4.0	4.0	4.0	3.0	5.0	3.0	2.0	3.0	4.0	3.0		3.0	3.0	4.0	2.0	2.0	1.0	4.0	3.0	3.0	4.0
Zm00001d047876	Zm00001d047876	10.0	6.0	7.0	6.0	8.0	7.0	3.0	4.0	3.0	6.0	3.0	3.0	0.1	4.0	6.0	6.0	4.0	4.0	0.9	2.0	5.0	4.0	5.0
Zm00001d047877	Zm00001d047877	0.1	0.1	0.2		0.1	0.1		0.5		0.1	0.1	0.3											
Zm00001d047878	bHLH-transcription factor 63	2.0	2.0	2.0	0.5	0.4	0.8		1.0		1.0	1.0	0.9		0.3	1.0	1.0	0.2				1.0	0.7	0.7
Zm00001d047879	clavata3/esr-related16				0.2				2.0		4.0	0.5	3.0						5.0	0.3	2.0	6.0	5.0	4.0
Zm00001d047880	Zm00001d047880	2.0	2.0	2.0	5.0	5.0	5.0	3.0	2.0	2.0	1.0	1.0	2.0		0.8	5.0	4.0	1.0	2.0	0.3	2.0	2.0	2.0	2.0
Zm00001d047881	Zm00001d047881	13.0	34.0	29.0	20.0	19.0	17.0	3.0	14.0	14.0	1.0	10.0	16.0	0.1	7.0	6.0	8.0	12.0	8.0	5.0	7.0	7.0	6.0	6.0
Zm00001d047882	Zm00001d047882	5.0	2.0	0.9	5.0	10.0	6.0	6.0	1.0	0.9	2.0	1.0	0.9	0.1	0.4	4.0	5.0	0.3	2.0	2.0	3.0	4.0	4.0	4.0
Zm00001d047883	Zm00001d047883	1.0	0.5	0.8	0.1	0.2	0.1	0.4	3.0	7.0	0.1	0.8	4.0	1.0	9.0	4.0	3.0	3.0	0.3	2.0	6.0	11.0	0.2	0.6
Zm00001d047884	Zm00001d047884										0.1			56.0										
Zm00001d047885	Zm00001d047885									0.2		0.1		56.0	0.1			0.1						
Zm00001d047886	Zm00001d047886	0.1							0.1	0.2	0.2	0.1	0.1	49.0										
Zm00001d047887	Zm00001d047887			0.1					0.1	0.2	0.1		0.1	63.0	0.3			0.4						
Zm00001d047888	Zm00001d047888	70.0	49.0	44.0	38.0	38.0	25.0	44.0	73.0	128.0	115.0	79.0	62.0	0.5	90.0	31.0	26.0	126.0	83.0	7.0	23.0	76.0	59.0	158.0
Zm00001d047889	Zm00001d047889	4.0	2.0	2.0	2.0	4.0	6.0	0.1	0.4	0.6	0.9	0.6	0.6	19.0	1.0	8.0	8.0	0.3	1.0	0.2	0.4	3.0	2.0	0.5
Zm00001d047890	Zm00001d047890				0.1	0.1													0.1			0.1		
Zm00001d047892	Zm00001d047892																					0.1		
Zm00001d047893	phosphoenolpyruvate carboxykinase homolog2	4.0	14.0	8.0	4.0	1.0	1.0	11.0	3.0	5.0	0.3	0.3	7.0		18.0	0.6	1.0	0.2	1.0	46.0	82.0	0.7	11.0	88.0
Zm00001d047894	Zm00001d047894	4.0	6.0	6.0	5.0	5.0	4.0	6.0	4.0	2.0	6.0	2.0	3.0		3.0	3.0	2.0	4.0	4.0	2.0	2.0	4.0	4.0	5.0
Zm00001d047895	Zm00001d047895	3.0	0.3	0.2	1.0	2.0	2.0	2.0	0.1	0.2	0.2	0.1			0.1	1.0	2.0	0.2	0.3	1.0	1.0	0.8	0.5	0.9
Zm00001d047896	Zm00001d047896	7.0	9.0	9.0	18.0	5.0	3.0	7.0	14.0	37.0	3.0	6.0	11.0	37.0	14.0	6.0	6.0	36.0	4.0	5.0	8.0	4.0	7.0	10.0
Zm00001d047897	Zm00001d047897	27.0	23.0	26.0	43.0	30.0	50.0	21.0	16.0	11.0	25.0	16.0	17.0	4.0	14.0	59.0	56.0	5.0	32.0	14.0	33.0	37.0	38.0	35.0
Zm00001d047898	Zm00001d047898	12.0	9.0	9.0	16.0	18.0	19.0	14.0	7.0	5.0	10.0	6.0	7.0	1.0	7.0	19.0	23.0	4.0	8.0	4.0	6.0	12.0	11.0	13.0
Zm00001d047900	Zm00001d047900		0.4	0.1	0.2	0.1	0.1	0.8	0.5	2.0		0.1	0.5		0.2			0.2	0.1		3.0	0.1	0.1	0.9
Zm00001d047901	Zm00001d047901	0.4	3.0	2.0	0.7	0.2	0.1	0.7	20.0	68.0	0.4	11.0	22.0		2.0	0.1	0.2	10.0	0.2		6.0	0.1		1.0
Zm00001d047904	Zm00001d047904	12.0	12.0	17.0	8.0	9.0	6.0	6.0	14.0	8.0	15.0	9.0	13.0	0.3	14.0	6.0	6.0	9.0	9.0	6.0	8.0	5.0	14.0	12.0
Zm00001d047905	Zm00001d047905	0.2	0.1	0.1	1.0	3.0	2.0	2.0	0.1		0.2		0.2			0.9	2.0		0.3	0.8	1.0	1.0	1.0	0.6
Zm00001d047906	Zm00001d047906	4.0	3.0	3.0	7.0	9.0	7.0	4.0	2.0	1.0	5.0	2.0	2.0	0.1	1.0	6.0	8.0	1.0	6.0	0.8	4.0	15.0	7.0	5.0
Zm00001d047907	Zm00001d047907	0.1																						
Zm00001d047908	Zm00001d047908	21.0	16.0	17.0	17.0	16.0	19.0	7.0	13.0	14.0	12.0	16.0	14.0	0.8	10.0	21.0	22.0	7.0	8.0	5.0	19.0	17.0	14.0	18.0
Zm00001d047909	Zm00001d047909	1.0	1.0	1.0	0.2	0.6	2.0	2.0	2.0	0.6	9.0	0.5	2.0	0.6	0.1	2.0	2.0	0.3	0.6		2.0	3.0	6.0	5.0
Zm00001d047910	Zm00001d047910	25.0	51.0	43.0	67.0	42.0	53.0	32.0	49.0	40.0	42.0	64.0	52.0	5.0	31.0	43.0	43.0	28.0	57.0	36.0	32.0	53.0	27.0	46.0
Zm00001d047911	Zm00001d047911	55.0	94.0	73.0	82.0	53.0	34.0	0.5	15.0	15.0	9.0	11.0	11.0	112.0	22.0	29.0	29.0	3.0	0.4	0.4	0.7	8.0	6.0	7.0
Zm00001d047912	Zm00001d047912	109.0	83.0	103.0	46.0	78.0	65.0	32.0	45.0	35.0	81.0	39.0	42.0	3.0	48.0	61.0	48.0	27.0	40.0	20.0	16.0	42.0	26.0	43.0
Zm00001d047913	Zm00001d047913	25.0	30.0	27.0	5.0	4.0	4.0	121.0	68.0	161.0	2.0	5.0	64.0		46.0	3.0	3.0	325.0	1.0	10.0	47.0	6.0	98.0	39.0
Zm00001d047915	Zm00001d047915	10.0	11.0	13.0	10.0	13.0	8.0	2.0	14.0	9.0	9.0	8.0	13.0	0.2	6.0	5.0	5.0	2.0	5.0	0.8	1.0	6.0	4.0	4.0
Zm00001d047916	Zm00001d047916	2.0	0.8	0.9	5.0	6.0	2.0	2.0	0.5	0.7	0.6	0.2	0.5		2.0	1.0	1.0	2.0	0.2		3.0	2.0	2.0	1.0
Zm00001d047917	Zm00001d047917	1.0	2.0	1.0	3.0	3.0	1.0	2.0	3.0	3.0	2.0	2.0	4.0	1.0	5.0	3.0	3.0	9.0	2.0	0.1	7.0	3.0	4.0	5.0
Zm00001d047918	Zm00001d047918	5.0	5.0	7.0	5.0	5.0	6.0	9.0	3.0	3.0	2.0	2.0	4.0	0.2	4.0	6.0	7.0	2.0	2.0	2.0	5.0	5.0	5.0	5.0
Zm00001d047920	Zm00001d047920	41.0	35.0	41.0	29.0	29.0	21.0	41.0	20.0	22.0	31.0	19.0	19.0	2.0	46.0	22.0	20.0	37.0	10.0	6.0	12.0	33.0	22.0	28.0
Zm00001d047921	LBD-transcription factor 42	0.1	0.3	0.2	0.1	0.1			1.0	0.7	0.5	0.5	1.0		1.0	1.0	0.4	0.2	2.0		6.0	2.0	0.9	0.7
Zm00001d047923	Zm00001d047923	18.0	20.0	19.0	27.0	15.0	23.0	2.0	15.0	21.0	4.0	14.0	14.0	0.2	5.0	11.0	9.0	3.0	19.0	16.0	16.0	28.0	13.0	17.0
Zm00001d047930	Zm00001d047930						0.1						0.1			0.1								
Zm00001d047931	Zm00001d047931	0.6	0.3	0.2	2.0	1.0	0.8	6.0	18.0	15.0	0.3	2.0	27.0	0.2	2.0	2.0	5.0	5.0	2.0	0.7	4.0	12.0	0.8	2.0
Zm00001d047932	Zm00001d047932				0.1				15.0	7.0			16.0											
Zm00001d047933	Zm00001d047933		0.1	0.1	24.0	0.6			0.3	0.5			2.0		35.0						0.6			
Zm00001d047934	Zm00001d047934		5.0	0.5	217.0	0.4	0.1	0.6							0.6		0.1	2.0	0.1	0.2	0.1			
Zm00001d047935	Zm00001d047935	5.0	4.0	4.0	10.0	7.0	7.0	16.0	2.0	0.9	6.0	3.0	3.0		3.0	6.0	6.0	2.0	5.0	0.5	1.0	6.0	4.0	5.0
Zm00001d047937	Zm00001d047937	2.0	9.0	4.0	13.0	8.0	3.0	4.0	10.0	12.0	2.0	12.0	9.0		5.0	2.0	3.0	4.0	2.0	1.0	2.0	2.0	2.0	4.0
Zm00001d047938	Zm00001d047938	7.0	4.0	4.0	1.0	5.0	4.0		6.0	16.0	1.0	0.1	7.0		8.0	6.0	6.0	18.0	0.1		2.0	2.0	0.6	17.0
Zm00001d047939	Zm00001d047939	1.0	1.0	0.5	5.0	4.0	2.0	0.3	4.0	11.0	0.1	1.0	4.0		1.0	0.4	1.0	9.0	0.1	0.3	6.0	0.7	0.7	4.0
Zm00001d047940	Zm00001d047940	4.0	1.0	1.0	3.0	7.0	5.0	2.0	0.3	0.3	0.8	0.5	0.3	0.1	0.5	3.0	4.0	0.3	1.0	0.6	1.0	3.0	1.0	1.0
Zm00001d047941	Zm00001d047941	58.0	62.0	65.0	78.0	66.0	89.0	37.0	69.0	49.0	77.0	65.0	70.0	4.0	63.0	104.0	89.0	47.0	112.0	58.0	43.0	67.0	35.0	58.0
Zm00001d047942	Zm00001d047942	3.0	12.0	5.0	5.0	2.0	1.0	22.0	25.0	158.0	2.0	19.0	13.0	0.1	5.0	0.1	0.3	21.0	0.4	2.0	7.0	0.2	0.6	29.0
Zm00001d047943	Zm00001d047943													0.1										
Zm00001d047944	Zm00001d047944	1.0	0.8	1.0	0.2	0.1	0.1	25.0	0.6	1.0	1.0	0.2	1.0	57.0	0.3	0.1		33.0		0.1	22.0		0.2	2.0
Zm00001d047945	Zm00001d047945	10.0	8.0	7.0	7.0	5.0	7.0	0.4	4.0	4.0	5.0	4.0	5.0	2.0	9.0	7.0	6.0	6.0	5.0	2.0	6.0	6.0	7.0	3.0
Zm00001d047946	Zm00001d047946	8.0	3.0	4.0	6.0	8.0	12.0	3.0	0.9	0.4	4.0	0.4	1.0	0.1	3.0	13.0	13.0	0.9	2.0	0.5	2.0	6.0	2.0	2.0
Zm00001d047947	Zm00001d047947					1.0	0.7									1.0	0.6							
Zm00001d047948	Zm00001d047948								0.1															
Zm00001d047951	Zm00001d047951	9.0	16.0	14.0	13.0	6.0	7.0	20.0	13.0	14.0	5.0	8.0	12.0		9.0	21.0	30.0	10.0	7.0	4.0	14.0	47.0	18.0	10.0
Zm00001d047952	Zm00001d047952							0.9	0.3	1.0		0.1	0.2				0.1	0.5			4.0			1.0
Zm00001d047955	Zm00001d047955	25.0	15.0	10.0	29.0	56.0	31.0	24.0	14.0	14.0	31.0	20.0	12.0	0.4	7.0	76.0	62.0	5.0	15.0	11.0	32.0	52.0	27.0	54.0
Zm00001d047956	Zm00001d047956																		0.5		0.9			
Zm00001d047958	Zm00001d047958	514.0	398.0	478.0	192.0	299.0	219.0	120.0	328.0	175.0	647.0	363.0	290.0	6.0	526.0	198.0	163.0	581.0	288.0	119.0	91.0	214.0	276.0	303.0
Zm00001d047960	MYB-related-transcription factor 54	12.0	7.0	7.0	15.0	17.0	20.0	14.0	3.0	4.0	5.0	3.0	3.0	2.0	5.0	17.0	21.0	4.0	2.0	2.0	6.0	9.0	8.0	9.0
Zm00001d047961	Zm00001d047961	8.0	5.0	5.0	9.0	10.0	16.0	2.0	0.1	0.2	0.4	0.2	0.1		2.0	14.0	14.0	0.5	1.0	0.2	0.6	2.0	1.0	1.0
Zm00001d047962	Zm00001d047962	23.0	20.0	21.0	13.0	18.0	17.0	6.0	9.0	9.0	14.0	17.0	9.0	0.1	26.0	20.0	18.0	17.0	16.0	4.0	4.0	20.0	9.0	12.0
Zm00001d047965	translocon at outer membrane of chloroplast34	16.0	22.0	23.0	24.0	17.0	17.0	9.0	11.0	5.0	18.0	8.0	12.0		17.0	18.0	17.0	14.0	32.0	23.0	9.0	27.0	12.0	11.0
Zm00001d047966	Zm00001d047966	4.0	4.0	6.0	4.0	4.0	3.0	3.0	6.0	4.0	4.0	3.0	5.0	0.4	3.0	2.0	3.0	2.0	2.0	1.0	3.0	1.0	5.0	4.0
Zm00001d047967	Zm00001d047967							0.1							0.1				1.0	0.8	0.9			
Zm00001d047968	Zm00001d047968	3.0	6.0	5.0	11.0	17.0	7.0	3.0	6.0	3.0	5.0	13.0	6.0		7.0	1.0	1.0	6.0	0.2	0.7	0.1	11.0	7.0	13.0
Zm00001d047969	Zm00001d047969	17.0	14.0	19.0	11.0	9.0	11.0	3.0	9.0	5.0	8.0	8.0	9.0		17.0	10.0	9.0	10.0	5.0	2.0	5.0	6.0	6.0	5.0
Zm00001d047970	Zm00001d047970	64.0	57.0	58.0	86.0	130.0	74.0	0.2	2.0	1.0	4.0	5.0	3.0	0.3	49.0	25.0	40.0	0.7	8.0	0.2	1.0	8.0	0.5	3.0
Zm00001d047971	Zm00001d047971	4.0	2.0	1.0	4.0	9.0	6.0	5.0	2.0	2.0	3.0	0.8	1.0		0.9	4.0	5.0	2.0	2.0	0.7	2.0	4.0	4.0	4.0
Zm00001d047972	Zm00001d047972	0.1			0.1			0.3	1.0	2.0	0.2	1.0	2.0		0.2						0.5	0.1		0.2
Zm00001d047973	Zm00001d047973	3.0	0.7	0.5	0.1	0.7	2.0	2.0	0.2	0.2	0.3	0.2	0.2		0.3	0.5	0.4		0.5	1.0	2.0	0.9	4.0	0.7
Zm00001d047976	C2H2-transcription factor 22	5.0	6.0	6.0	0.2	0.9	3.0	1.0	5.0	5.0	0.9	5.0	4.0		2.0	5.0	5.0	2.0	0.1		0.4	1.0	0.2	1.0
Zm00001d047977	Zm00001d047977	24.0	39.0	36.0	41.0	24.0	25.0	15.0	80.0	22.0	62.0	117.0	90.0	4.0	15.0	24.0	22.0	9.0	29.0	3.0	26.0	26.0	24.0	46.0
Zm00001d047979	Zm00001d047979	2.0	1.0	2.0	3.0	6.0	6.0	0.5	0.6	0.2	2.0	0.4	0.6	0.1	0.7	5.0	6.0	0.2	1.0	0.2	0.5	3.0	1.0	1.0
Zm00001d047981	Zm00001d047981	0.2	0.2	0.1			0.1	0.3	10.0	4.0	7.0	8.0	9.0		0.4	2.0	7.0	0.3	2.0	0.8	1.0	21.0	6.0	3.0
Zm00001d047982	Zm00001d047982	1.0	0.7	1.0	0.7	0.6	1.0	1.0	0.8	0.4	1.0	0.5	0.9		1.0	0.7	0.8	0.8	0.7	0.2	0.9	1.0	2.0	1.0
Zm00001d047983	Zm00001d047983	39.0	53.0	43.0	35.0	34.0	28.0	15.0	32.0	34.0	27.0	31.0	29.0	11.0	26.0	27.0	25.0	18.0	12.0	10.0	16.0	20.0	18.0	33.0
Zm00001d047984	Zm00001d047984	2.0	5.0	4.0	2.0	2.0	0.2	0.1		0.6					5.0	0.2	0.5	0.2	0.1	0.1	0.2	8.0	0.1	0.4
Zm00001d047985	Zm00001d047985	15.0	13.0	14.0	8.0	13.0	10.0	7.0	5.0	4.0	10.0	2.0	5.0	0.6	10.0	10.0	9.0	4.0	9.0	13.0	8.0	5.0	6.0	9.0
Zm00001d047986	Zm00001d047986	2.0	4.0	2.0	12.0	10.0	7.0	9.0	3.0	3.0	2.0	4.0	3.0	0.5	1.0	11.0	11.0	2.0	10.0	4.0	9.0	10.0	7.0	12.0
Zm00001d047988	Zm00001d047988	7.0	4.0	3.0	5.0	8.0	8.0	7.0	1.0	1.0	3.0	0.6	1.0		2.0	6.0	7.0	1.0	3.0	2.0	3.0	4.0	4.0	3.0
Zm00001d047989	Zm00001d047989	10.0	5.0	3.0	14.0	24.0	27.0	10.0	1.0	0.7	4.0	2.0	0.9	0.5	1.0	12.0	17.0	4.0	3.0	1.0	5.0	12.0	15.0	10.0
Zm00001d047990	Zm00001d047990	7.0	4.0	4.0	7.0	6.0	8.0	0.7	3.0	3.0	1.0	1.0	3.0		10.0	5.0	8.0	2.0	0.2		0.5	9.0	4.0	2.0
Zm00001d047992	Zm00001d047992	30.0	21.0	27.0	12.0	20.0	14.0	23.0	14.0	31.0	21.0	21.0	14.0	22.0	44.0	11.0	13.0	67.0	17.0	17.0	16.0	13.0	44.0	33.0
Zm00001d047993	Zm00001d047993	0.8	1.0	0.8	1.0	0.9	0.5	4.0	2.0	2.0	2.0	1.0	3.0	11.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	0.5	0.6	2.0
Zm00001d047994	Zm00001d047994	16.0	10.0	8.0	16.0	26.0	22.0	9.0	2.0	0.6	5.0	2.0	2.0	0.4	20.0	20.0	20.0	18.0	2.0	0.4	4.0	6.0	8.0	11.0
Zm00001d047995	Homeobox-transcription factor 62	1.0	2.0	2.0	1.0	3.0	0.6	5.0	2.0	4.0	0.1	0.1	2.0		1.0	2.0	2.0	0.1			3.0	0.3	0.4	0.9
Zm00001d047998	Zm00001d047998	13.0	24.0	14.0	17.0	11.0	10.0	1.0	23.0	19.0	13.0	32.0	26.0	32.0	9.0	7.0	6.0	8.0	8.0	2.0	12.0	12.0	8.0	5.0
Zm00001d047999	bHLH-transcription factor 9	3.0	4.0	2.0	0.6	1.0	3.0	0.2			0.3		0.1		0.2	2.0	1.0					0.2	0.1	0.1
Zm00001d048003	Zm00001d048003																		0.3					
Zm00001d048004	AP2-EREBP-transcription factor 161	32.0	2.0	5.0	2.0	7.0	24.0	0.1							0.4	16.0	17.0	0.1		0.1	0.1	6.0	1.0	1.0
Zm00001d048006	phytosulfokine peptide precursor3	5.0	6.0	3.0	12.0	0.2	0.4	38.0	3.0	8.0	0.1	0.3	2.0		10.0	1.0	2.0	0.8		0.1	2.0	8.0	2.0	3.0
Zm00001d048007	Zm00001d048007	7.0	5.0	4.0	6.0	11.0	8.0	9.0	1.0	0.5	3.0	0.8	1.0		3.0	5.0	5.0	1.0	4.0	2.0	2.0	4.0	4.0	3.0
Zm00001d048008	Zm00001d048008	14.0	16.0	15.0	13.0	19.0	18.0	13.0	5.0	1.0	9.0	2.0	6.0	0.1	14.0	19.0	19.0	5.0	15.0	4.0	8.0	20.0	5.0	4.0
Zm00001d048011	Zm00001d048011													0.1										
Zm00001d048013	Zm00001d048013	2.0	2.0	5.0				2.0	0.3	2.0			0.7	10.0	0.1	0.4	0.3	0.1		0.1	0.4	0.7		
Zm00001d048014	Zm00001d048014	2.0	1.0	3.0		0.5	0.5		0.2	0.7			0.8	0.6	0.4	0.7	0.4		0.6	0.4	0.3	0.1		
Zm00001d048016	Zm00001d048016				0.3			0.1	9.0	13.0			10.0											
Zm00001d048017	Zm00001d048017	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	1.0	1.0	2.0	0.2	1.0	2.0	2.0	0.9	3.0	2.0	2.0	2.0	2.0	3.0
Zm00001d048018	Zm00001d048018				0.1	0.1											0.1							
Zm00001d048019	Zm00001d048019	48.0	24.0	18.0	8.0	19.0	60.0	3.0	4.0	5.0	1.0	0.2	4.0	0.8	5.0	27.0	29.0	1.0	1.0	0.9	5.0	11.0	3.0	5.0
Zm00001d048020	hemoglobin1	11.0	27.0	5.0	10.0	12.0	5.0	0.9	2.0	4.0	0.8	1.0	3.0		5.0	0.9	2.0	0.2	2.0	0.1	23.0	3.0	0.5	8.0
Zm00001d048021	allene oxide synthase1	170.0	286.0	210.0	114.0	19.0	9.0	10.0	243.0	165.0	110.0	192.0	312.0	0.2	255.0	71.0	76.0	353.0	7.0	3.0	168.0	48.0	330.0	687.0
Zm00001d048022	Zm00001d048022	1.0	0.6	0.2	2.0	0.4	0.3	1.0							0.4	0.9	1.0				0.7	0.2	0.5	1.0
Zm00001d048023	Zm00001d048023	14.0	16.0	18.0	14.0	13.0	21.0	7.0	8.0	2.0	13.0	4.0	9.0	0.1	9.0	23.0	20.0	2.0	12.0	6.0	6.0	15.0	15.0	11.0
Zm00001d048025	Zm00001d048025	4.0	2.0	3.0	1.0	2.0	2.0	1.0	2.0	4.0	1.0	2.0	2.0		2.0	2.0	2.0	4.0	0.6	0.2	2.0	0.7	2.0	2.0
Zm00001d048026	Zm00001d048026	2.0	2.0	2.0	2.0	1.0	1.0	4.0	2.0	2.0	0.8	2.0	2.0	0.2	4.0	4.0	5.0	4.0	4.0	0.3	2.0	1.0	1.0	3.0
Zm00001d048027	Zm00001d048027	0.8	0.7	0.5	0.2	0.1	0.1	0.7	0.3	0.9	0.1	0.1	0.4		2.0	0.5	0.3	0.2	0.1			0.1	0.1	0.4
